model_version,position_group,role,duty,attribute,base_weight,duty_modifier,effective_weight,weight_tier,core_soft_floor_applies,soft_floor_if_attr_lt_6,soft_floor_if_attr_lt_8,soft_floor_if_attr_lt_10,normal_multiplier_if_attr_ge_10,notes,source_url
role_weights_v2.0,DM,Segundo Volante,Support,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Tackling,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Teamwork,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Acceleration,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Aggression,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Bravery,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Decisions,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Marking,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Positioning,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Tackling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Teamwork,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Defend,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Acceleration,2,1,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Aggression,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Bravery,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Decisions,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Passing,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Stamina,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Tackling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Teamwork,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Ball-Winning Midfielder,Support,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Anticipation,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,First Touch,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Passing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Positioning,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Tackling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Technique,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Defend,Vision,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,First Touch,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Passing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Tackling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Technique,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Deep-Lying Playmaker,Support,Vision,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Agility,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Dribbling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,First Touch,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Off The Ball,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Passing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Technique,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Vision,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM/MC,Roaming Playmaker,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Aerial Reach,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Agility,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Anticipation,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Command of Area,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Communication,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Composure,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Handling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Kicking,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,One on Ones,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Reflexes,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Goalkeeper,Defend,Throwing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Acceleration,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Aerial Reach,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Communication,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,First Touch,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Handling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Kicking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,One on Ones,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Passing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Reflexes,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Rushing Out,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Technique,2,1,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Attack,Throwing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Aerial Reach,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Communication,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Handling,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Kicking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,One on Ones,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Positioning,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Reflexes,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Rushing Out,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Technique,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Defend,Throwing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Aerial Reach,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Communication,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Composure,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Decisions,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Handling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Kicking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,One on Ones,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Passing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Reflexes,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Rushing Out,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Technique,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,GK,Sweeper Keeper,Support,Throwing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Finishing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Long Shots,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Off The Ball,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Teamwork,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Box-to-Box Midfielder,Support,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Acceleration,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Teamwork,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Technique,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Carrilero,Support,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Acceleration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Dribbling,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Finishing,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Long Shots,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,MC,Central Midfielder,Attack,Off The Ball,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
